key	building_level	factorial_effect	value	scope
136401351	wh3_main_foreign_slot_discovery_sla_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1389569857	wh3_dlc24_tze_the_changeling_expansion_parasitic_3	skaven_discoverability_buildings	60	EFS_ONLY_OWNER
1395681267	wh2_main_foreign_slot_discovery_lzd_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1408326897	wh3_main_foreign_slot_discovery_kho_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
141934845	wh2_dlc12_under_empire_food_kidnappers_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1434735883	wh3_main_foreign_slot_discovery_dae_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1440575481	wh3_dlc23_foreign_slot_discovery_chd_1	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1459030286	wh2_dlc12_under_empire_warpstone_mine_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1463117316	wh2_main_special_fortress_gate_phoenix_hef_2	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
146795722	wh3_dlc20_foreign_slot_discovery_woc_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1495918092	wh2_main_foreign_slot_discovery_dwf_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1511419573	wh3_main_foreign_slot_discovery_nur_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1515390609	wh2_dlc12_under_empire_food_kidnappers_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1541303952	wh3_main_foreign_slot_discovery_ksl_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
154616281	wh3_main_foreign_slot_discovery_sla_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1554348496	wh2_main_foreign_slot_discovery_def_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1560230116	wh3_dlc24_tze_the_changeling_mounted_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1564978158	wh2_main_foreign_slot_discovery_grn_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1575931840	wh3_dlc24_tze_the_changeling_caster_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1609513460	wh3_main_cth_bastion_primary_5	skaven_discoverability_buildings_settlement	50	EFS_ONLY_OTHERS
161678946	wh3_main_foreign_slot_discovery_kho_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
162992269	wh3_dlc24_tze_the_changeling_income_parasitic_2	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
1643336754	wh2_main_foreign_slot_discovery_emp_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
166592114	wh2_main_special_fortress_gate_unicorn_hef_4	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1673839865	wh3_main_cth_bastion_primary_2	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
1682706875	wh3_main_foreign_slot_discovery_nur_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1691861075	wh2_main_foreign_slot_discovery_brt_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1692892973	wh2_main_foreign_slot_discovery_tmb_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1699958121	wh3_dlc24_tze_the_changeling_monster_barracks_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1763604402	wh3_main_cth_bastion_primary_1	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
1764431829	wh3_dlc24_tze_the_changeling_expansion_parasitic_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1768736701	wh2_main_foreign_slot_discovery_skv_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1783912684	wh2_dlc12_under_empire_money_thieves_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1798313756	wh3_dlc24_tze_the_changeling_monster_barracks_4	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1798919757	wh2_main_foreign_slot_discovery_emp_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1806045708	wh2_dlc14_under_empire_annexation_plague_cauldron_1	skaven_discoverability_buildings	80	EFS_ONLY_OWNER
1835247924	wh2_dlc12_under_empire_settlement_warren_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1839524460	wh2_main_foreign_slot_discovery_grn_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1846505177	wh2_dlc12_under_empire_settlement_stronghold_3	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
1857979996	wh_dlc05_wef_oak_of_ages_3	skaven_discoverability_buildings_settlement	70	EFS_ONLY_OTHERS
1858970231	wh2_dlc12_under_empire_money_crafting_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1871443265	wh3_dlc24_tze_the_changeling_horror_barracks_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1882030019	wh3_main_foreign_slot_discovery_ogr_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1886195617	wh3_dlc24_tze_the_changeling_growth_parasitic_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1907693208	wh2_main_special_fortress_gate_eagle_hef_4	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1910186794	wh2_main_special_fortress_gate_phoenix_hef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1933512470	wh2_main_special_fortress_gate_griffon_hef_4	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1943775947	wh3_dlc24_tze_the_changeling_mounted_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1961964818	wh3_main_foreign_slot_discovery_ogr_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1975522150	wh3_dlc24_tze_the_changeling_diplomacy_symbiotic_2	skaven_discoverability_buildings	-40	EFS_ONLY_OWNER
1985759384	wh3_dlc24_tze_the_changeling_caster_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2010679363	wh2_dlc12_under_empire_settlement_stronghold_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2010751515	wh3_dlc24_tze_the_changeling_expansion_symbiotic_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2031576268	wh2_dlc12_under_empire_discovery_assassins_2	skaven_discoverability_buildings	-40	EFS_ONLY_OWNER
2036026128	wh2_main_foreign_slot_discovery_emp_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
2036308337	wh3_dlc24_tze_the_changeling_monster_barracks_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2038620476	wh3_dlc24_tze_the_changeling_horror_barracks_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2053638945	wh2_main_special_fortress_gate_griffon_hef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
2064739020	wh3_dlc24_tze_the_changeling_diplomacy_symbiotic_1	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
2069222213	wh2_dlc12_under_empire_discovery_assassins_1	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
2070128227	wh2_dlc12_under_empire_settlement_stronghold_4	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
2079941630	wh2_main_special_fortress_gate_phoenix_hef_4	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
2080810028	wh2_main_foreign_slot_discovery_skv_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
2090331046	wh2_main_special_fortress_gate_unicorn_hef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
2098255490	wh3_main_foreign_slot_discovery_dae_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
2107494199	wh2_main_foreign_slot_discovery_nor_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
2110435750	wh2_main_special_fortress_gate_griffon_hef_3	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
216625138	wh2_main_special_fortress_gate_eagle_hef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
222802089	wh2_dlc12_under_empire_settlement_warren_3	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
227777749	wh3_dlc24_tze_the_changeling_growth_symbiotic_1	skaven_discoverability_buildings	-10	EFS_ONLY_OWNER
231652339	wh3_main_foreign_slot_discovery_cth_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
254024099	wh3_dlc24_tze_the_changeling_raise_army_parasitic_1	skaven_discoverability_buildings	100	EFS_ONLY_OWNER
264395755	wh2_dlc12_under_empire_settlement_warren_4	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
283657357	wh2_main_foreign_slot_discovery_def_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
289848427	wh3_main_foreign_slot_discovery_sla_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
290073487	wh3_main_foreign_slot_discovery_cth_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
304607867	wh3_dlc24_tze_the_changeling_expansion_symbiotic_3	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
322219972	wh2_main_special_fortress_gate_eagle_hef_5	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
337275410	wh3_dlc24_tze_the_changeling_flamer_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
339301747	wh2_main_foreign_slot_discovery_nor_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
339340752	wh3_main_foreign_slot_discovery_ksl_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
348401334	wh2_dlc14_under_empire_annexation_plague_cauldron_2	skaven_discoverability_buildings	100	EFS_ONLY_OWNER
351658745	wh2_main_foreign_slot_discovery_wef_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
403443234	wh2_dlc12_under_empire_food_raiding_camp_1	skaven_discoverability_buildings	80	EFS_ONLY_OWNER
453091870	wh3_dlc24_tze_the_changeling_growth_parasitic_2	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
463101508	wh2_main_special_fortress_gate_unicorn_hef_2	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
480735146	wh2_main_foreign_slot_discovery_hef_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
491456786	wh3_dlc24_tze_the_changeling_mounted_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
49221059	wh3_main_cth_bastion_primary_4	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
502606133	wh2_main_foreign_slot_discovery_hef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
519984651	wh2_main_foreign_slot_discovery_tmb_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
528404733	wh2_main_foreign_slot_discovery_hef_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
532420251	wh3_dlc24_tze_the_changeling_raise_army_symbiotic_1	skaven_discoverability_buildings	100	EFS_ONLY_OWNER
542514823	wh_dlc05_wef_oak_of_ages_1	skaven_discoverability_buildings_settlement	50	EFS_ONLY_OTHERS
546676983	wh2_main_special_fortress_gate_eagle_hef_2	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
579186202	wh2_main_foreign_slot_discovery_vmp_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
579690064	wh3_dlc24_tze_the_changeling_income_symbiotic_1	skaven_discoverability_buildings	-10	EFS_ONLY_OWNER
584735035	wh_dlc05_wef_oak_of_ages_4	skaven_discoverability_buildings_settlement	80	EFS_ONLY_OTHERS
591115796	wh3_dlc24_tze_the_changeling_diplomacy_parasitic_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
621483569	wh2_main_special_fortress_gate_unicorn_hef_3	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
626289715	wh3_dlc24_tze_the_changeling_diplomacy_parasitic_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
654239338	wh3_main_foreign_slot_discovery_cth_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
659237513	wh3_dlc24_tze_the_changeling_expansion_symbiotic_2	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
672949453	wh2_dlc12_under_empire_settlement_warren_5	skaven_discoverability_buildings	50	EFS_ONLY_OWNER
675089241	wh2_main_foreign_slot_discovery_nor_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
682337102	wh2_dlc12_under_empire_settlement_stronghold_5	skaven_discoverability_buildings	50	EFS_ONLY_OWNER
683371636	wh2_main_foreign_slot_discovery_cst_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
685217630	wh2_dlc12_under_empire_annexation_doomsday_1	skaven_discoverability_buildings	160	EFS_ONLY_OWNER
689945476	wh2_dlc12_under_empire_warpstone_mine_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
69865570	wh2_main_special_fortress_gate_phoenix_hef_5	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
700060500	wh2_dlc12_under_empire_money_crafting_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
713592110	wh3_main_foreign_slot_discovery_kho_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
714234630	wh3_main_foreign_slot_discovery_tze_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
716581690	wh_dlc05_wef_oak_of_ages_5	skaven_discoverability_buildings_settlement	90	EFS_ONLY_OTHERS
716762950	wh2_main_foreign_slot_discovery_lzd_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
72583660	wh2_dlc12_special_warlock_lab_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
726444373	wh3_dlc20_foreign_slot_discovery_woc_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
763379455	wh2_dlc12_under_empire_money_thieves_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
769884552	wh3_dlc24_tze_the_changeling_flamer_0	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
771493316	wh2_main_foreign_slot_discovery_lzd_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
776694187	wh2_dlc12_under_empire_discovery_deeper_tunnels_1	skaven_discoverability_buildings	-40	EFS_ONLY_OWNER
788031786	wh2_main_foreign_slot_discovery_wef_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
805433408	wh3_main_foreign_slot_discovery_tze_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
814139501	wh3_main_cth_bastion_primary_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
826372089	wh2_main_special_fortress_gate_unicorn_hef_5	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
831183423	wh3_dlc24_tze_the_changeling_growth_symbiotic_2	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
843063878	wh3_dlc24_tze_the_changeling_income_parasitic_3	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
880412644	wh3_dlc24_tze_the_changeling_expansion_parasitic_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
899459535	wh2_main_special_fortress_gate_eagle_hef_3	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
915330058	wh2_main_foreign_slot_discovery_dwf_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
919627544	wh3_dlc24_tze_the_changeling_monster_barracks_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
9234340	wh2_main_foreign_slot_discovery_grn_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
928361264	wh2_main_foreign_slot_discovery_cst_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
932406995	wh2_dlc12_under_empire_settlement_warren_2	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
943986940	wh2_main_special_fortress_gate_phoenix_hef_3	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
950850285	wh2_dlc12_under_empire_annexation_war_camp_1	skaven_discoverability_buildings	140	EFS_ONLY_OWNER
955064410	wh2_main_foreign_slot_discovery_brt_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
975658253	wh2_dlc12_under_empire_settlement_stronghold_2	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
986845597	wh2_main_foreign_slot_discovery_skv_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
