key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
wh2_dlc11_def_sword_lokhir	0	30	290	160	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc11_sword_damned_paladin	20	0	0	390	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh2_dlc11_vmp_sword_hero_lord_blood_dragon	0	20	310	170	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc11_vmp_sword_hero_lord_necrarch	0	0	280	150	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc12_lzd_ancient_salamander	0	0	115	250	7.0000	axe	claw	large	4	1.0000	1.2500	1.0000	false		0	10	3.6000		false
wh2_dlc12_lzd_cha_lord_kroak	0	0	330	120	4.0000	spear	staff	very_large	8	1.0000	0.5000	0.0000	true		4	4	5.0000		false
wh2_dlc12_lzd_cha_tehenhauin_dagger	0	0	120	280	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc12_lzd_cha_tehenhauin_horned_one	0	0	125	295	3.0000	sword	claw	medium	5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh2_dlc12_lzd_cha_tehenhauin_ripperdactyl	0	20	130	310	4.0000	axe	claw	medium	5	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc12_lzd_cold_one_skink_chief_lord	30	0	115	265	4.0000	axe	claw	medium	5	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc12_lzd_ripperdactyl	0	15	32	94	2.0000	axe	claw	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc12_lzd_ripperdactyl_hero	0	20	120	280	4.0000	axe	claw	medium	5	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc12_lzd_ripperdactyl_ror	15	0	32	94	2.0000	axe	claw	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc12_lzd_salamander_flame	0	0	12	34	2.0000	sword	claw	small	2	1.0000	0.7500	1.0000	false		0	10	4.0000		false
wh2_dlc12_lzd_skink_great_club	0	0	5	19	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh2_dlc12_lzd_skink_halberd_hero	30	0	120	220	3.0000	spear	halberd	large	4	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	2	4.0000		false
wh2_dlc12_lzd_temple_guard_halberd_ror	16	0	13	29	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	true		0	10	4.0000		false
wh2_dlc12_lzd_tiktaqto_sword	0	0	105	245	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc12_lzd_tiktaqto_terradon	0	0	105	245	6.0000	sword	claw	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc12_skv_brood_horror_0	0	0	125	250	7.0000	axe	claw	medium	6	1.5000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc12_skv_cha_warlock_master_power_claw	0	25	105	245	3.0000	axe	claw	medium	8	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh2_dlc12_skv_doom_flayer	0	26	30	65	5.0000	sword	sword	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc12_skv_doom_flayer_ror	0	26	30	65	5.0000	sword	sword	very_large	4	1.0000	0.7500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	3	2	4.0000		false
wh2_dlc12_skv_doomwheel_ikit	0	30	112	211	4.0000	axe	claw	very_large	7	1.0000	1.2500	0.0000	false		6	1	4.3000		false
wh2_dlc12_skv_doomwheel_warlock_master	0	30	102	195	4.0000	axe	claw	very_large	7	1.0000	0.7500	0.0000	false		4	1	4.3000		false
wh2_dlc12_skv_ikit_claw_doom_flayer	0	26	94	176	5.0000	spear	halberd	very_large	5	1.0000	0.5000	0.0000	false		3	2	4.0000		false
wh2_dlc12_skv_sword_ror	0	0	25	9	1.0000	sword	sword		5	1.0000	0.7500	1.0000	false		0	10	4.3000		false
wh2_dlc12_skv_warlock_master_doom_flayer	0	26	94	176	5.0000	sword	sword	very_large	5	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc13_emp_huntsmarhsal	0	0	270	90	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc13_emp_lance_magical	0	0	21	9	1.0000	lance	spear		1	1.0000	0.5000	0.0000	true		0	10	5.1000		false
wh2_dlc13_emp_sword_sons_of_ulric	0	0	23	8	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_dlc13_emp_war_wagon	0	0	20	6	3.0000	axe	unarmed	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.0000		false
wh2_dlc13_emp_wulfhart	0	0	210	150	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc13_lzd_cha_gor_rok	0	0	160	290	3.0000	axe	club	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc13_lzd_dread_saurian	0	0	220	530	20.0000	axe	claw	large	12	1.7000	1.2500	0.0000	false		0	10	4.0000		false
wh2_dlc13_lzd_razordon	0	0	12	34	2.0000	sword	claw	small	2	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc13_lzd_razordon_ror	0	0	12	34	2.0000	sword	claw	small	2	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc13_lzd_sacred_kroxigor	0	0	36	84	3.0000	axe	club_medium	medium	3	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh2_dlc13_lzd_sacred_kroxigor_ror	0	0	36	84	3.0000	axe	club_medium	medium	3	1.0000	1.2500	0.0000	true	wh2_dlc17_unit_contact_dazed	0	10	4.0000		false
wh2_dlc14_brt_cha_henri_le_massif	20	0	135	255	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_brt_cha_henri_le_massif_hippogryph	20	0	140	270	9.0000	sword	claw	large	8	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_brt_repanse_sword_great	0	20	150	290	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	false		0	10	4.2000		false
wh2_dlc14_def_bloodwrack_shrine	0	20	120	80	5.0000	axe	axe	very_large	5	1.0000	1.0000	0.0000	false		3	2	4.8000		false
wh2_dlc14_def_high_beastmaster_chariot	0	28	240	120	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.2000		false
wh2_dlc14_def_high_beastmaster_manticore	15	0	290	155	6.0000	axe	claw	large	5	1.0000	0.7500	0.0000	false		0	3	3.6000		false
wh2_dlc14_def_high_beastmaster_spear_and_whip	25	0	310	130	3.0000	spear	whip	medium	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_dlc14_def_malus_spite	0	0	135	315	4.0000	axe	claw	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_def_malus_spite_tzarkan	0	0	145	345	4.0000	axe	claw	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_def_malus_sword	0	0	120	280	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_def_malus_sword_tzarkan	0	0	130	310	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc14_def_master_chariot	0	20	90	210	5.0000	axe	claw	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.6000		false
wh2_dlc14_def_master_cold_one	30	0	80	280	4.0000	spear	halberd	large	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc14_def_master_halberd	30	0	145	215	3.0000	spear	halberd	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_dlc14_def_medusa	30	0	130	260	6.0000	spear	halberd	large	5	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_dlc14_def_scourgerunner_chariot	0	18	25	15	5.0000	axe	claw	very_large	4	0.9000	1.0000	0.0000	false		3	2	4.0000		false
wh2_dlc14_eshin_triad_guandao	15	0	8	22	2.0000	spear	halberd		5	1.0000	0.5000	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	4.6000		false
wh2_dlc14_eshin_triad_guandao_mirror	0	0	0	0	2.0000	spear	halberd		0	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_dlc14_skv_cha_snikch	0	0	160	300	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	3.8000	wh2_dlc14_skv_cha_snikch	false
wh2_dlc14_skv_cha_snikch_tzarkan	0	0	160	370	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	3.8000	wh2_dlc14_skv_cha_snikch	false
wh2_dlc14_skv_claw	0	0	14	4	1.0000	axe	unarmed		5	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_dlc14_skv_master_assassin_claw_blade	0	20	150	230	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	3.8000		false
wh2_dlc14_skv_warp_grinder	0	0	18	78	4.0000	spear	halberd	medium	4	1.3000	2.5000	0.0000	true		0	10	5.7000		false
wh2_dlc15_def_cauldron_witch_elves_dagger	0	8	23	9	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh2_dlc15_eltharion_griffon_stormwing	0	0	150	300	8.0000	sword	claw	large	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc15_eltharion_spear	0	0	290	130	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc15_grn_goblin_sword_poison_fire_lava_spider_rider	0	0	13	14	0.0000	sword	sword		1	1.0000	0.7500	1.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc15_grn_grom_axe	0	30	290	140	8.0000	axe	claw	very_large	5	1.0000	1.2500	0.0000	false		4	2	4.0000		false
wh2_dlc15_grn_lava_arachnarok	20	0	110	310	10.0000	axe	claw	large	6	1.0000	1.2500	1.0000	false	wh_main_unit_contact_poison	0	10	3.2000		false
wh2_dlc15_grn_river_troll_hag_stump	0	0	135	225	2.0000	axe	club_huge	large	6	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh2_dlc15_grn_snotling_pump_wagon	0	15	10	15	5.0000	axe		small	5	1.0000	1.2500	0.0000	false		5	1	4.0000		false
wh2_dlc15_grn_snotling_pump_wagon_roller	0	15	10	20	5.0000	axe		small	5	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	5	1	4.0000		false
wh2_dlc15_grn_snotling_pump_wagon_spore_thrown	0	0	5	0	3.0000	sword	warpfiregun	small	5	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_alastar_lion_chariot	0	25	120	300	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.6000		false
wh2_dlc15_hef_arcane_phoenix	0	0	140	300	7.0000	axe	claw	medium	6	1.0000	0.7500	1.0000	true		0	10	4.0000		false
wh2_dlc15_hef_black_dragon_imrik	0	0	180	400	8.0000	axe	claw	large	10	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_black_dragon_imrik_boss	0	25	300	400	8.0000	axe	claw	large	30	1.5000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_dual_sword	0	8	21	7	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.5000		false
wh2_dlc15_hef_dual_swords_skyhawks	0	7	40	3	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.6000		false
wh2_dlc15_hef_forest_dragon_imrik	0	10	165	315	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	3	3.8000		false
wh2_dlc15_hef_forest_dragon_imrik_boss	0	25	250	290	3.0000	axe	claw	large	30	1.5000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	3.8000		false
wh2_dlc15_hef_griffon	0	0	170	260	8.0000	sword	claw	large	8	1.0000	0.7500	0.0000	false		0	3	4.0000		false
wh2_dlc15_hef_griffon_mistwalker	0	0	100	200	8.0000	sword	claw	large	8	1.0000	0.7500	0.0000	false		0	3	4.0000		false
wh2_dlc15_hef_imrik_halberd	30	0	130	290	3.0000	spear	halberd	medium	8	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc15_hef_imrik_lance	30	0	130	290	3.0000	lance	spear	medium	8	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc15_hef_imrik_star_dragon_minaithnir	0	0	130	450	8.0000	axe	claw	large	8	1.0000	1.0000	0.0000	false		0	10	3.8000		false
