key	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	required_resources	expended_resources	target	target_expended_resources	target_required_resources	target_cooldown	target_category_cooldown	effects_while_performing	custom_cost_id	on_trigger_vo_event	flags	self_payload
wh2_dlc09_ritual_crafting_tmb_armour_helmet_of_khsar	0	wh2_dlc09_ritual_crafting_tmb_armour_helmet_of_khsar	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_armour_helmet_of_khsar				0	0				default	
wh2_dlc09_ritual_crafting_tmb_armour_mortuary_robes	0	wh2_dlc09_ritual_crafting_tmb_armour_mortuary_robes	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_armour_mortuary_robes				0	0				default	
wh2_dlc09_ritual_crafting_tmb_armour_scorpion_armour	0	wh2_dlc09_ritual_crafting_tmb_armour_scorpion_armour	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_armour_scorpion_armour				0	0				default	
wh2_dlc09_ritual_crafting_tmb_armour_shield_of_ptra	0	wh2_dlc09_ritual_crafting_tmb_armour_shield_of_ptra	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_armour_shield_of_ptra				0	0				default	
wh2_dlc09_ritual_crafting_tmb_armour_skull_cap_of_the_moon	0	wh2_dlc09_ritual_crafting_tmb_armour_skull_cap_of_the_moon	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_armour_skull_cap_of_the_moon				0	0				default	
wh2_dlc09_ritual_crafting_tmb_army_capacity	0	wh2_dlc09_ritual_crafting_tmb_army_capacity	0	CRAFTING_RITUAL	0	0		UI\skins\default\crafting_ritual_army_capacity.png	0		wh2_dlc09_ritual_crafting_tmb_army_capacity				0	0				default	
wh2_dlc09_ritual_crafting_tmb_carrion	0	wh2_dlc09_ritual_crafting_tmb_carrion	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_carrion				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_brooch_of_the_great_desert	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_brooch_of_the_great_desert	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_brooch_of_the_great_desert				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_death_mask_of_kharnut	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_death_mask_of_kharnut	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_death_mask_of_kharnut				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_elixir_of_might	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_elixir_of_might	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_elixir_of_might				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_hieratic_jar	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_hieratic_jar	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_hieratic_jar				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_icon_of_rulership	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_icon_of_rulership	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_icon_of_rulership				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_ouroboros	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_ouroboros	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_ouroboros				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_foolhardiness	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_foolhardiness	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_foolhardiness				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_speed	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_speed	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_speed				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_strength	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_strength	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_strength				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_toughness	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_toughness	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_toughness				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_shroud_of_sokth	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_shroud_of_sokth	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_shroud_of_sokth				0	0				default	
wh2_dlc09_ritual_crafting_tmb_enchanted_item_vambraces_of_the_sun	0	wh2_dlc09_ritual_crafting_tmb_enchanted_item_vambraces_of_the_sun	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_enchanted_item_vambraces_of_the_sun				0	0				default	
wh2_dlc09_ritual_crafting_tmb_necropolis_knights	0	wh2_dlc09_ritual_crafting_tmb_necropolis_knights	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_necropolis_knights				0	0				default	
wh2_dlc09_ritual_crafting_tmb_nehekhara_horsemen	0	wh2_dlc09_ritual_crafting_tmb_nehekhara_horsemen	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_nehekhara_horsemen				0	0				default	
wh2_dlc09_ritual_crafting_tmb_nehekhara_warriors	0	wh2_dlc09_ritual_crafting_tmb_nehekhara_warriors	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_nehekhara_warriors				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_amulet_of_pha_stah	0	wh2_dlc09_ritual_crafting_tmb_talisman_amulet_of_pha_stah	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_amulet_of_pha_stah				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_collar_of_shakkara	0	wh2_dlc09_ritual_crafting_tmb_talisman_collar_of_shakkara	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_collar_of_shakkara				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_dawnstone	0	wh2_dlc09_ritual_crafting_tmb_talisman_dawnstone	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_dawnstone				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_golden_ankhra	0	wh2_dlc09_ritual_crafting_tmb_talisman_golden_ankhra	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_golden_ankhra				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_golden_eye_of_rah_nutt	0	wh2_dlc09_ritual_crafting_tmb_talisman_golden_eye_of_rah_nutt	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_golden_eye_of_rah_nutt				0	0				default	
wh2_dlc09_ritual_crafting_tmb_talisman_obsidian_lodestone	0	wh2_dlc09_ritual_crafting_tmb_talisman_obsidian_lodestone	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_talisman_obsidian_lodestone				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak	0	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire	0	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep	0	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance	0	wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities	0	wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru	0	wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_enchanted_lapis_mace	0	wh2_dlc09_ritual_crafting_tmb_weapon_enchanted_lapis_mace	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_enchanted_lapis_mace				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph	0	wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger	0	wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh	0	wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh				0	0				default	
wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth	0	wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth	0	CRAFTING_RITUAL	0	0			0		wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth				0	0				default	
wh2_dlc09_ritual_skv_thirteen_rictus	0	wh2_dlc09_ritual_skv_thirteen_rictus	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default	
wh2_dlc09_ritual_tmb_geheb	0	wh2_dlc09_ritual_tmb_geheb	25	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_tmb_geheb.png	0		wh2_dlc09_ritual_tmb_geheb				0	0				default	
wh2_dlc09_ritual_tmb_khsar	0	wh2_dlc09_ritual_tmb_khsar	20	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_tmb_khsar.png	0		wh2_dlc09_ritual_tmb_khsar				0	0				default	
wh2_dlc09_ritual_tmb_ptra	0	wh2_dlc09_ritual_tmb_ptra	25	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_tmb_ptra.png	0		wh2_dlc09_ritual_tmb_ptra				0	0				default	
wh2_dlc09_ritual_tmb_tahoth	0	wh2_dlc09_ritual_tmb_tahoth	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_tmb_tahoth.png	0		wh2_dlc09_ritual_tmb_tahoth				0	0				default	
wh2_dlc10_dwf_ritual_armour_alriks_plate	0	wh2_dlc10_dwf_ritual_armour_alriks_armour	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_fda				0	0				default	
wh2_dlc10_dwf_ritual_armour_dragon_slayers_scale	0	wh2_dlc10_dwf_ritual_armour_wailing_mail	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_edb				0	0				default	
wh2_dlc10_dwf_ritual_armour_gate_keepers_helm	0	wh2_dlc10_dwf_ritual_armour_helm_of_sanctuary	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_fca				0	0				default	
wh2_dlc10_dwf_ritual_armour_ironbeards_armour	0	wh2_dlc10_dwf_ritual_armour_forgeproven_gromril_armour	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_forgeproven_gromril_armour				0	0				default	
wh2_dlc10_dwf_ritual_armour_ironwardens_shield	0	wh2_dlc10_dwf_ritual_armour_shield_of_preservation	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_eda				0	0				default	
wh2_dlc10_dwf_ritual_armour_miners_helm	0	wh2_dlc10_dwf_ritual_armour_helm_of_courage	0	CRAFTING_RITUAL	0	0			0		wh2_main_ritual_armour_helm_of_courage				0	0				default	
wh2_dlc10_dwf_ritual_armour_old_guards_armour	0	wh2_dlc10_dwf_ritual_armour_guardians_plate	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_db				0	0				default	
wh2_dlc10_dwf_ritual_armour_prospectors_mail	0	wh2_dlc10_dwf_ritual_armour_mail_of_concealment	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_ecb				0	0				default	
wh2_dlc10_dwf_ritual_armour_rangers_cloak	0	wh2_dlc10_dwf_ritual_armour_shield_of_warding	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_cb				0	0				default	
wh2_dlc10_dwf_ritual_armour_slayers_gauntlets	0	wh2_dlc10_dwf_ritual_armour_chainmail_of_speed	0	CRAFTING_RITUAL	0	0			0		wh2_main_ritual_armour_chainmail_of_speed				0	0				default	
wh2_dlc10_dwf_ritual_armour_starmetal_plate	0	wh2_dlc10_dwf_ritual_armour_starmetal_plate	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_fcb				0	0				default	
wh2_dlc10_dwf_ritual_armour_troll_slayers_hide	0	wh2_dlc10_dwf_ritual_armour_helm_of_resistance	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_da				0	0				default	
wh2_dlc10_dwf_ritual_armour_veterans_armour	0	wh2_dlc10_dwf_ritual_armour_heavy_gromril_armour	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_armour_runecraft_heavy_gromril_armour				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_dragon_slayers_boots	0	wh2_dlc10_dwf_ritual_enchanted_item_boots_of_swiftness	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_edb				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_gate_keepers_belt	0	wh2_dlc10_dwf_ritual_enchanted_item_belt_of_survival	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_eda				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_horn_of_the_ancestors	0	wh2_dlc10_dwf_ritual_enchanted_item_horn_of_the_ancestors	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_fda				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_ironbeards_bracers	0	wh2_dlc10_dwf_ritual_enchanted_item_bracers_of_evasion	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_eca				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_ironwardens_tankard	0	wh2_dlc10_dwf_ritual_enchanted_item_everlasting_pint	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_fca				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_miners_drinking_horn	0	wh2_dlc10_dwf_ritual_enchanted_item_drinking_horn	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_ca				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_old_guards_keg	0	wh2_dlc10_dwf_ritual_enchanted_item_crown_of_courage	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_da				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_prospectors_spyglass	0	wh2_dlc10_dwf_ritual_enchanted_item_spotters_spyglass	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_db				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_rangers_broach	0	wh2_dlc10_dwf_ritual_enchanted_item_rangers_brooch	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_cb				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_sceptre_of_stone	0	wh2_dlc10_dwf_ritual_enchanted_item_sceptre_of_stone	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_fcb				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_slayers_belt	0	wh2_dlc10_dwf_ritual_enchanted_item_belt_of_fortitude	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_b				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_troll_slayers_gauntlets	0	wh2_dlc10_dwf_ritual_enchanted_item_gauntlets_of_urgency	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_ecb				0	0				default	
wh2_dlc10_dwf_ritual_enchanted_item_veterans_bracers	0	wh2_dlc10_dwf_ritual_enchanted_item_bracers_of_preservation	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_banner_runecraft_a				0	0				default	
wh2_dlc10_dwf_ritual_talisman_dragon_slayers_fang	0	wh2_dlc10_dwf_ritual_talisman_amulet_of_stone	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_fca				0	0				default	
wh2_dlc10_dwf_ritual_talisman_gate_keepers_rat_catcher	0	wh2_dlc10_dwf_ritual_talisman_ratcleaver_amulet	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_eda				0	0				default	
wh2_dlc10_dwf_ritual_talisman_ironbeards_ring	0	wh2_dlc10_dwf_ritual_talisman_forgemasters_ring	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_eca				0	0				default	
wh2_dlc10_dwf_ritual_talisman_ironwardens_wardstone	0	wh2_dlc10_dwf_ritual_talisman_wardstone	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_edb				0	0				default	
wh2_dlc10_dwf_ritual_talisman_miners_lattern	0	wh2_dlc10_dwf_ritual_talisman_miners_charm	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_a				0	0				default	
wh2_dlc10_dwf_ritual_talisman_old_guards_tankard	0	wh2_dlc10_dwf_ritual_talisman_ring_of_spite	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_ecb				0	0				default	
wh2_dlc10_dwf_ritual_talisman_prospectors_charge	0	wh2_dlc10_dwf_ritual_talisman_ring_of_ancestral_wisdom	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_db				0	0				default	
wh2_dlc10_dwf_ritual_talisman_rangers_pouch	0	wh2_dlc10_dwf_ritual_talisman_cloak_of_spellbreaking	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_ca				0	0				default	
wh2_dlc10_dwf_ritual_talisman_ring_of_grimnir	0	wh2_dlc10_dwf_ritual_talisman_ring_of_grimnir	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_fda				0	0				default	
wh2_dlc10_dwf_ritual_talisman_slayers_ring	0	wh2_dlc10_dwf_ritual_talisman_ring_of_protection	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_cb				0	0				default	
wh2_dlc10_dwf_ritual_talisman_the_ankor_chain	0	wh2_dlc10_dwf_ritual_talisman_the_ankor_chain	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_fcb				0	0				default	
wh2_dlc10_dwf_ritual_talisman_troll_slayers_amulet	0	wh2_dlc10_dwf_ritual_talisman_amulet_of_wrath	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_da				0	0				default	
wh2_dlc10_dwf_ritual_talisman_veterans_flask	0	wh2_dlc10_dwf_ritual_talisman_talisman_of_luck	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_talisman_runecraft_b				0	0				default	
wh2_dlc10_dwf_ritual_weapon_dragon_slayers_axe	0	wh2_dlc10_dwf_ritual_weapon_grim_resolve	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_edb				0	0				default	
wh2_dlc10_dwf_ritual_weapon_elfbane	0	wh2_dlc10_dwf_ritual_weapon_elfbane	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_fcb				0	0				default	
wh2_dlc10_dwf_ritual_weapon_gate_keepers_hammer	0	wh2_dlc10_dwf_ritual_weapon_axe_of_frostfall	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_fca				0	0				default	
wh2_dlc10_dwf_ritual_weapon_ironbeards_axe	0	wh2_dlc10_dwf_ritual_weapon_axe_of_fury	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_db				0	0				default	
wh2_dlc10_dwf_ritual_weapon_ironwardens_hammer	0	wh2_dlc10_dwf_ritual_weapon_oathhammer	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_eda				0	0				default	
wh2_dlc10_dwf_ritual_weapon_miners_pickaxe	0	wh2_dlc10_dwf_ritual_weapon_black_axe_of_cleaving	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_cb				0	0				default	
wh2_dlc10_dwf_ritual_weapon_old_guards_hammer	0	wh2_dlc10_dwf_ritual_weapon_hammer_of_eight_peaks	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_ecb				0	0				default	
wh2_dlc10_dwf_ritual_weapon_prospectors_pickaxe	0	wh2_dlc10_dwf_ritual_weapon_pickaxe_of_breaking	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_da				0	0				default	
wh2_dlc10_dwf_ritual_weapon_rangers_hammer	0	wh2_dlc10_dwf_ritual_weapon_hammer_of_might	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_b				0	0				default	
wh2_dlc10_dwf_ritual_weapon_slayers_axe	0	wh2_dlc10_dwf_ritual_weapon_slayers_axe	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_a				0	0				default	
wh2_dlc10_dwf_ritual_weapon_starbreaker	0	wh2_dlc10_dwf_ritual_weapon_starbreaker	9999	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_fda				0	0				default	
wh2_dlc10_dwf_ritual_weapon_trollslayer_axe	0	wh2_dlc10_dwf_ritual_weapon_trollslayer_axe	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_eca				0	0				default	
wh2_dlc10_dwf_ritual_weapon_veterans_hammer	0	wh2_dlc10_dwf_ritual_weapon_hammer_of_parrying	0	CRAFTING_RITUAL	0	0			0		wh2_dlc10_dwf_ritual_weapon_runecraft_ca				0	0				default	
wh2_dlc10_ritual_def_drakira	0	wh2_dlc10_ritual_def_drakira	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_def_drakira.png	0		wh2_dlc10_ritual_def_drakira				0	0				default	
wh2_dlc10_ritual_hef_lileath	0	wh2_dlc10_ritual_hef_lileath	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_hef_hoeth.png	0		wh2_dlc10_ritual_hef_lileath				0	0				default	
wh2_dlc10_ritual_hef_morai_heg	0	wh2_dlc10_ritual_hef_morai_heg	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_hef_morai-heg.png	0		wh2_dlc10_ritual_hef_morai_heg				0	0				default	
