existing_building_chain_key	existing_building_level_inclusive_end	existing_building_level_inclusive_start	potential_buiding_chain_key	potential_building_level_inclusive_end	potential_building_level_inclusive_start	synergy_policy_key	existing_building_instance	existing_building_super_chain	potential_building_instance	potential_building_super_chain	synergy_scope_key	synergy_level_key
wh2_dlc15_special_settlement_tor_yvresse_eltharion	wh2_dlc15_special_settlement_tor_yvresse_eltharion_5	wh2_dlc15_special_settlement_tor_yvresse_eltharion_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_dlc15_special_settlement_tor_yvresse_hef	wh2_dlc15_special_settlement_tor_yvresse_hef_5	wh2_dlc15_special_settlement_tor_yvresse_hef_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_dlc15_special_settlement_tor_yvresse_hef	wh2_dlc15_special_settlement_tor_yvresse_hef_5	wh2_dlc15_special_settlement_tor_yvresse_hef_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_def_industry	wh2_main_def_industry_3	wh2_main_def_industry_1	wh2_main_def_roads	wh2_main_def_roads_1	wh2_main_def_roads_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_barracks	wh2_main_def_barracks_1	wh2_main_def_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_exiles	wh2_main_def_exiles_1	wh2_main_def_exiles_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_riders	wh2_main_def_riders_1	wh2_main_def_riders_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_5	wh2_main_def_farm	wh2_main_def_farm_1	wh2_main_def_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_minor	wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_1	wh2_main_def_beasts	wh2_main_def_beasts_1	wh2_main_def_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_minor	wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_1	wh2_main_def_worship	wh2_main_def_worship_1	wh2_main_def_worship_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_order	wh2_main_hef_order_5	wh2_main_hef_order_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure3_order		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_hef_port	wh2_main_hef_port_3	wh2_main_hef_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh_main_sch_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_barracks	wh2_main_hef_barracks_1	wh2_main_hef_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_low
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_5	wh2_main_hef_farm	wh2_main_hef_farm_1	wh2_main_hef_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_court	wh2_main_hef_court_1	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_smith	wh2_main_hef_smith_1	wh2_main_hef_smith_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_worship	wh2_main_hef_worship_1	wh2_main_hef_worship_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_beasts	wh2_main_lzd_beasts_4	wh2_main_lzd_beasts_1	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_3	wh2_main_lzd_worship_oldones_1	cai_cs_synergy_policy_default		wh2_main_sch_military4_monsters		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_beasts	wh2_main_lzd_beasts_4	wh2_main_lzd_beasts_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_synergy_policy_default		wh2_main_sch_military4_monsters		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure6_other		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy_minor	wh2_main_lzd_energy_2	wh2_main_lzd_energy_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure7_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy	wh2_main_lzd_energy_5	wh2_main_lzd_energy_3	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure6_other	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_saurus	wh2_main_lzd_saurus_3	wh2_main_lzd_saurus_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_lzd_settlement_major			wh2_main_lzd_saurus			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_1	wh2_main_lzd_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_1	wh2_main_lzd_skinks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_5	wh2_main_lzd_farm	wh2_main_lzd_farm_1	wh2_main_lzd_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_minor			wh2_main_lzd_saurus	wh2_main_lzd_saurus_1	wh2_main_lzd_saurus_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_1	wh2_main_lzd_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_1	wh2_main_lzd_worship_oldones_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_1	wh2_main_lzd_worship_sotek_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support4_other	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_lzd_terradons	wh2_dlc12_lzd_terradons_2	wh2_main_lzd_terradons_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_clanrats	wh2_main_skv_clanrats_3	wh2_main_skv_clanrats_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_5	wh2_main_skv_farm	wh2_main_skv_farm_1	wh2_main_skv_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_assassins_eshin	wh2_dlc14_skv_eshin_assassins_1	wh2_dlc14_skv_eshin_assassins_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_engineers	wh2_main_skv_engineers_1	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_plagues	wh2_main_skv_plagues_1	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_skv_weaponteams	wh2_main_skv_weaponteams_1	wh2_main_skv_weaponteams_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_support1_smith		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_lothern_port_other	wh2_main_special_lothern_port_other_3	wh2_main_special_lothern_port_other_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_lothern_port	wh2_main_special_lothern_port_3	wh2_main_special_lothern_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_settlement_colony_major_hef	wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_colony_major_hef	wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_barracks	wh2_main_hef_barracks_1	wh2_main_hef_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_low
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_hef_farm	wh2_main_hef_farm_1	wh2_main_hef_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_special_settlement_hexoatl_lzd	wh2_main_special_settlement_hexoatl_lzd_5	wh2_main_special_settlement_hexoatl_lzd_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_1	wh2_main_lzd_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_itza_lzd	wh2_main_special_settlement_itza_lzd_5	wh2_main_special_settlement_itza_lzd_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_1	wh2_main_lzd_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_lothern_def	wh2_main_special_settlement_lothern_def_5	wh2_main_special_settlement_lothern_def_1	wh2_main_def_riders	wh2_main_def_riders_1	wh2_main_def_riders_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_naggarond_hef	wh2_main_special_settlement_naggarond_hef_5	wh2_main_special_settlement_naggarond_hef_1	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_dlc10_sch_hef_aesanar_camp	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_naggarond_hef	wh2_main_special_settlement_naggarond_hef_5	wh2_main_special_settlement_naggarond_hef_1	wh2_main_def_riders	wh2_main_def_riders_1	wh2_main_def_riders_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
wh2_main_special_settlement_naggarond_hef	wh2_main_special_settlement_naggarond_hef_5	wh2_main_special_settlement_naggarond_hef_1	wh2_main_hef_stables	wh2_main_hef_stables_1	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_absolute
