resource	strategic_component	trade_falloff	trade_value	ownership_falloff	ownership_value
res_dyes	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_chaos	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_cowardly	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_default	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_gems	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_gold	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_furs	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_glass	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_iron	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_lead	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_marble	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_oil	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_textiles	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_timber	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_rom_wine	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_savage	wh3_strategic_component_defensive_holds_grudges	0.2500	0.5000	0.2500	1.2500
res_dyes	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_defensive	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_frenzied	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_noretreat	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
